Frequency_Hz,Real_Z,Imag_Z
0.001,28.6047263512057,-23.6074303849797
0.00126313356397684,28.0148863965533,-19.9774822554136
0.00159550640044483,27.3128952630265,-17.2633298244326
0.00201533768594173,26.4487885590216,-15.2423986149759
0.00254564067386042,25.3999039566452,-13.7027834270276
0.00321548417697771,24.1863647559545,-12.4497336241915
0.00406158598837698,22.8773192252491,-11.3279333277233
0.005130325584897,21.5727299306534,-10.2483626864085
0.00648028644041251,20.3633609755511,-9.19409770651319
0.00818546730706903,19.2969137405826,-8.19343846233082
0.010339338492394,18.3742918665111,-7.28010602605881
0.0130599654790605,17.5709461638613,-6.46850751722398
0.0164964807409802,16.8609999788079,-5.75286431328864
0.0208372585114296,16.2282436753409,-5.11932025320286
0.0263202406070488,15.6640245975425,-4.55589604674622
0.0332459793227094,15.1617787911179,-4.05435301470288
0.0419941123497942,14.7149361179517,-3.60815066862602
0.0530441727984393,14.3173255976018,-3.2113009605236
0.0670018750350959,13.9634947511292,-2.85838346779334
0.0846323172062114,13.648614680912,-2.54459345660352
0.1069019204603,13.3683851906679,-2.26566992367382
0.135031403786987,13.1189787967604,-2.01783359383546
0.170562698314253,12.8969889482644,-1.79773765875605
0.215443469003188,12.6993833291993,-1.60242414398696
0.272133876837531,12.5234623453304,-1.42928612105933
0.343741433728624,12.3668220874787,-1.2760354057628
0.434191342272145,12.227321238232,-1.14067547237614
0.548441657612102,12.1030514152813,-1.0214794389053
0.692755065612939,11.9923104601354,-0.916973104177236
0.87504217499068,11.8935781711446,-0.82592315752837
1.10529514112602,11.8054939339317,-0.747330839392722
1.39613539085679,11.7268356028598,-0.680431510433439
1.76350547204714,11.656498805855,-0.624700790649831
2.22754295199956,11.5934755370281,-0.579868156886225
2.81368426787069,11.5368303967187,-0.545939126861635
3.55405903718106,11.4856720271578,-0.523227379473422
4.4892512582186,11.4391160053165,-0.512398291516525
5.67052394138117,11.3962334392863,-0.514525250324881
7.16262911569278,11.3559764041653,-0.531159397209912
9.04735724234929,11.3170666549595,-0.564411495245892
11.4280205981003,11.2778272040283,-0.617040073926893
14.4351163872792,11.2359269872805,-0.692530359454347
18.2334800086844,11.1879976588166,-0.79512915043378
23.03132058707,11.1290725507829,-0.929763960340409
29.0916340562388,11.0518036099271,-1.1017091215239
36.7466194073669,10.9454645130979,-1.31575659956528
46.4158883361278,10.7949143564092,-1.57451513292678
58.629466459164,10.5800846858919,-1.87538701486441
74.0568469226244,10.2772399426009,-2.20604043084478
93.5436889902616,9.86398302100844,-2.53936206256189
118.15817326181,9.32952212073629,-2.83133604947172
149.249554505183,8.68797223453587,-3.02760594549958
188.522121704087,7.98570033661821,-3.08178763643479
238.128619476559,7.29181702271634,-2.97768896731517
300.78825180431,6.67297797362841,-2.73839355882908
379.935736503941,6.16985471122692,-2.41384816801433
479.909580932388,5.7908643430169,-2.05801443286819
606.189899349757,5.52154640728596,-1.71219487792513
765.69880801242,5.33802639714777,-1.40033992250535
967.179864297544,5.21653331097627,-1.13217200778653
1221.67734899679,5.13764105209207,-0.908454870291551
1543.14166386809,5.08705536776121,-0.725382730052201
1949.19402960285,5.05488368507329,-0.577390042191844
2462.09240149463,5.03452985159738,-0.458675293084543
3109.9515499402,5.02169568630112,-0.363909144341137
3928.28418507125,5.01362027351763,-0.288492267026968
4961.94760300291,5.00854601077817,-0.228589836189357
6267.60256004739,5.00536030788147,-0.181068123100133
7916.81915926302,5.00336138166448,-0.143397105040529
10000,5.00210756769041,-0.113549223658188
