Frequency_Hz,Real_Z,Imag_Z
0.001,46.0575610096558,-34.9265868183606
0.00126313356397684,43.2961380442835,-30.6414380187885
0.00159550640044483,40.6992559936527,-27.0517307617724
0.00201533768594173,38.2507901511773,-24.0261339628916
0.00254564067386042,35.9329785249096,-21.4514165784334
0.00321548417697771,33.7312653689448,-19.2219249652562
0.00406158598837698,31.6507344958698,-17.2398703068603
0.005130325584897,29.7206999523665,-15.4345467051811
0.00648028644041251,27.9746962303573,-13.7762008067214
0.00818546730706903,26.4261925399142,-12.2651266572296
0.010339338492394,25.0632178438947,-10.9076159102104
0.0130599654790605,23.8603842104715,-9.70040198044066
0.0164964807409802,22.7928433352462,-8.62997383575145
0.0208372585114296,21.8423549182903,-7.67941346827861
0.0263202406070488,20.9959325988895,-6.8338738703067
0.0332459793227094,20.2426586379866,-6.08150836602515
0.0419941123497942,19.5724080224057,-5.41222440843111
0.0530441727984393,18.9759884961876,-4.816952044853
0.0670018750350959,18.4452420576292,-4.28757518117885
0.0846323172062114,17.9729220268908,-3.81689018129457
0.1069019204603,17.5525777858218,-3.39850488592966
0.135031403786987,17.1784681951437,-3.02675039073044
0.170562698314253,16.8454834223965,-2.69660648813487
0.215443469003188,16.5490749937989,-2.40363621598042
0.272133876837531,16.2851935179956,-2.14392918158899
0.343741433728624,16.050233131218,-1.9140531086442
0.434191342272145,15.840981857348,-1.71101320856421
0.548441657612102,15.654577122922,-1.53221915835796
0.692755065612939,15.4884656902032,-1.37545965626585
0.87504217499068,15.340367256717,-1.23888473629256
1.10529514112602,15.2082409008976,-1.12099625908908
1.39613539085679,15.0902534042896,-1.02064726565016
1.76350547204714,14.9847482087826,-0.937051185974746
2.22754295199956,14.8902133055422,-0.869802235329337
2.81368426787069,14.805245595078,-0.818908690292452
3.55405903718106,14.7285080407366,-0.784841069210133
4.4892512582186,14.6586740079748,-0.768597437274788
5.67052394138117,14.5943501589295,-0.771787875487321
7.16262911569278,14.533964606248,-0.796739095814869
9.04735724234929,14.4755999824392,-0.846617242868838
11.4280205981003,14.4167408060425,-0.925560110890339
14.4351163872792,14.3538904809207,-1.03879553918152
18.2334800086844,14.2819964882248,-1.19269372565067
23.03132058707,14.1936088261743,-1.39464594051061
29.0916340562388,14.0777054148906,-1.65256368228585
36.7466194073669,13.9181967696469,-1.97363489934792
46.4158883361278,13.6923715346138,-2.36177269939017
58.629466459164,13.3701270288378,-2.81308052229662
74.0568469226244,12.9158599139014,-3.30906064626717
93.5436889902616,12.2959745315127,-3.80904309384283
118.15817326181,11.4942831811044,-4.24700407420759
149.249554505183,10.5319583518038,-4.54140891824937
188.522121704087,9.47855050492732,-4.62268145465218
238.128619476559,8.43772553407452,-4.46653345097275
300.78825180431,7.50946696044261,-4.10759033824362
379.935736503941,6.75478206684038,-3.6207722520215
479.909580932388,6.18629651452535,-3.08702164930228
606.189899349757,5.78231961092893,-2.5682923168877
765.69880801242,5.50703959572165,-2.10050988375802
967.179864297544,5.32479996646441,-1.6982580116798
1221.67734899679,5.20646157813811,-1.36268230543733
1543.14166386809,5.13058305164181,-1.0880740950783
1949.19402960285,5.08232552760993,-0.866085063287765
2462.09240149463,5.05179477739608,-0.688012939626815
3109.9515499402,5.03254352945168,-0.545863716511706
3928.28418507125,5.02043041027645,-0.432738400540452
4961.94760300291,5.01281901616725,-0.342884754284036
6267.60256004739,5.0080404618222,-0.271602184650199
7916.81915926302,5.00504207249672,-0.215095657560794
10000,5.00316135153562,-0.170323835487282
