Frequency_Hz,Real_Z,Imag_Z
0.001,41.6343448097371,-32.4265225012497
0.00126313356397684,39.4977338821802,-28.158389786532
0.00159550640044483,37.4551215768087,-24.7172755035605
0.00201533768594173,35.4581378115442,-21.9214830205605
0.00254564067386042,33.4836182297531,-19.6062684012112
0.00321548417697771,31.5327770774082,-17.6261611647039
0.00406158598837698,29.6362540052608,-15.8611664232789
0.005130325584897,27.8485659464694,-14.2341932880769
0.00648028644041251,26.2223653448747,-12.7196805670653
0.00818546730706903,24.7821074763786,-11.3269810539126
0.010339338492394,23.5195153379644,-10.0712401943551
0.0130599654790605,22.408740813557,-8.95471994895503
0.0164964807409802,21.4238769010483,-7.96598539489409
0.0208372585114296,20.5467914137521,-7.08859709918662
0.0263202406070488,19.765498462268,-6.3081849170204
0.0332459793227094,19.0701484691069,-5.61370453678176
0.0419941123497942,18.4514527399886,-4.99589979359507
0.0530441727984393,17.9009124367634,-4.44641714349488
0.0670018750350959,17.4109926832928,-3.95776171007279
0.0846323172062114,16.9750049467227,-3.52328324504106
0.1069019204603,16.5869948792585,-3.1370814330766
0.135031403786987,16.2416629493627,-2.79392343760217
0.170562698314253,15.9342923899045,-2.48917521981663
0.215443469003188,15.6606846096605,-2.21874112244347
0.272133876837531,15.417101708919,-1.97901155223599
0.343741433728624,15.2002151980474,-1.76681825413311
0.434191342272145,15.0070601760135,-1.57939680790542
0.548441657612102,14.8349942673126,-1.41435614617657
0.692755065612939,14.6816606371106,-1.26965506732233
0.87504217499068,14.5449543908157,-1.1435859104239
1.10529514112602,14.4229916008285,-1.03476577762069
1.39613539085679,14.3140800654981,-0.942135937523224
1.76350547204714,14.2166906542608,-0.864970325515151
2.22754295199956,14.1294276666543,-0.802894371073234
2.81368426787069,14.0509959339181,-0.755915714116109
3.55405903718106,13.9801612683723,-0.724468679270892
4.4892512582186,13.9156990842844,-0.70947455748442
5.67052394138117,13.8563232236272,-0.712419577372911
7.16262911569278,13.8005827134597,-0.735451473059878
9.04735724234929,13.7467076760978,-0.781492839571236
11.4280205981003,13.6923761286546,-0.854363179283389
14.4351163872792,13.6343604439268,-0.958888190013711
18.2334800086844,13.5679967583614,-1.10094805444677
23.03132058707,13.4864081472379,-1.28736548354826
29.0916340562388,13.3794203829759,-1.5254433990331
36.7466194073669,13.2321816335202,-1.82181683016731
46.4158883361278,13.0237275704127,-2.18009787636016
58.629466459164,12.7262711035426,-2.59668971288918
74.0568469226244,12.306947612832,-3.05451751963123
93.5436889902616,11.7347457213963,-3.51603977893184
118.15817326181,10.9947229364041,-3.9203114531147
149.249554505183,10.1064230939727,-4.19206977069172
188.522121704087,9.13404661993291,-4.26709057352509
238.128619476559,8.17328510837648,-4.12295395474408
300.78825180431,7.31643104040856,-3.79162185068642
379.935736503941,6.61979883092958,-3.34225130955831
479.909580932388,6.09504293648493,-2.8495584455098
606.189899349757,5.72214117931902,-2.3707313694348
765.69880801242,5.46803654989691,-1.93893220039202
967.179864297544,5.29981535365945,-1.56762278001212
1221.67734899679,5.19057991828133,-1.25786058963446
1543.14166386809,5.12053820151552,-1.00437608776459
1949.19402960285,5.07599279471686,-0.799463135342553
2462.09240149463,5.04781056375022,-0.635088867347829
3109.9515499402,5.03004018103232,-0.50387419985696
3928.28418507125,5.01885884025518,-0.399450831268109
4961.94760300291,5.01183293800054,-0.316509003954495
6267.60256004739,5.00742196475896,-0.250709708907876
7916.81915926302,5.0046542207662,-0.198549837748425
10000,5.00291817064826,-0.157222001988261
